"#name SensitiveWords","#unique id"
"id","word"
"int","string"
"*","S"
"ID","敏感词汇"
"1","丁矛"
"2","吸晋频"
"3","袭净瓶"
"4","袭尽瓶"
"5","习二狗"
"6","香港黄大仙"
"7","六SI"
"8","发仑"
"9","文革&改革开放"
"10","喜锦瓶"
"11","伯西莱"
"12","中华灭了"
"13","媳大大"
"14","我的六4"
"15","64八九"
"16","常萎"
"17","两会&禁言"
"18","正念正行"
"19","刁远不平"
"20","包HUANG"
"21","江泽泯"
"22","烂JJ"
"23","JJ"
"24","香港国安法"
"25","消灭小日本"
"26","西南独立"
"27","打倒一切牛鬼蛇神"
"28","六罒"
"29","习大娘"
"30","赖清德"
"31","席晋频"
"32","公惨荡"
"33","共产荡"
"34","64万S"
"35","恶势力&保护伞"
"36","刁负"
"37","镇压&89"
"38","王怀忠"
"39","红色土匪"
"40","习叔叔"
"41","PANCHEN"
"42","坦克压死他们"
"43","上北京上访"
"44","黑衣暴徒"
"45","JUNGUO主义"
"46","罢工潮"
"47","李月月鸟"
"48","五毛党"
"49","5毛党"
"50","心脏病&去世"
"51","西JIN凭"
"52","习蛤"
"53","习紧苹"
"54","毛祖习"
"55","反G"
"56","卫生部长"
"57","陆四"
"58","陆泗"
"59","姜折民"
"60","64&真相"
"61","刁主习"
"62","六月飞血"
"63","陆肆"
"64","中国&最高领导"
"65","细斤频"
"66","斤频"
"67","六4⃣"
"68","港人治港"
"69","伯西来"
"70","姜泽明"
"71","刁领导"
"72","肆贰陆"
"73","刁牛逼"
"74","系达达"
"75","狗"
"76","六四"
"77","喜尽苹"
"78","洗尽苹"
"79","思想江化"
"80","全国政协"
"81","维尼大大"
"82","社会主义铁拳"
"83","洗晋瓶"
"84","老毛说的"
"85","西进凭"
"86","刁金苹"
"87","傻逼习总"
"88","刁禁萍"
"89","湾湾独立"
"90","吸金拼"
"91","毛ZD"
"92","关于64"
"93","吸经瓶"
"94","西尽贫"
"95","六泗"
"96","六肆"
"97","猪恩来"
"98","八乘八"
"99","习迁乎"
"100","习进乎"
"101","虫合蟆"
"102","我为长者续一秒"
"103","遇罗克"
"104","踩江"
"105","王逸战"
"106","我党领导"
"107","蛤蟆精&死"
"108","驱逐&中国"
"109","席胖子"
"110","法仑功"
"111","事件&64"
"112","PRESIDENT&XI"
"113","PRESIDENTXI"
"114","共产革命"
"115","稀劲屏"
"116","稀劲评"
"117","稀劲萍"
"118","JIANGZM"
"119","西净平"
"120","西锦平"
"121","吸净瓶"
"122","一九八九六四"
"123","某叼"
"124","斩近平"
"125","亩产万斤"
"126","吸睛平"
"127","泽&东&毛"
"128","妓女罢工"
"129","静坐绝食"
"130","无官不贪"
"131","喜禁萍"
"132","刁尽评"
"133","叼锦"
"134","慕尼黑会议"
"135","歌功颂德"
"136","坦克镇压"
"137","倒卖国有资产"
"138","希进屏"
"139","天朝皇帝"
"140","西金品"
"141","学习强锅"
"142","当朝皇上"
"143","逼"
"144","狗东西"
"145","酒吧衣久"
"146","陈奎元"
"147","AIWEIWEI"
"148","外部势力渗透"
"149","王QS"
"150","佩洛西&台"
"151","炸天一线&只剩针线"
"152","夕金平"
"153","习特嘞"
"154","博西来"
"155","民主&革命"
"156","贸易战争"
"157","刘清江"
"158","法聋功"
"159","习翠翠"
"160","大罢课"
"161","周永糠"
"162","白纸&运动"
"163","中国早就灭"
"164","信息封锁"
"165","五三五"
"166","邓榕"
"167","ZANGDU"
"168","英雄64"
"169","习金凭"
"170","刁进凭"
"171","人亡政息"
"172","XI哒哒"
"173","推翻&专制"
"174","吸禁瓶"
"175","自由亚洲"
"176","彭俪援"
"177","罚伦"
"178","长生疫苗"
"179","吸金贫"
"180","毛猪席"
"181","羽皇天子"
"182","6四&敏感词"
"183","中国怎么了"
"184","习爷"
"185","铁链女"
"186","64枪"
"187","毛习"
"188","老瘟"
"189","唯一候选人"
"190","唯一&候选人"
"191","国军"
"192","习上位"
"193","89&学生"
"194","民众游行"
"195","席锦凭"
"196","天灭中"
"197","证奸会"
"198","下岗潮"
"199","梁家河&沼气池"
"200","吴邦胜"
"201","席今鲆"
"202","吸金苹"
"203","香港大学生"
"204","吸静瓶"
"205","刁静瓶"
"206","64&香港"
"207","长者去世"
"208","长者&去世"
"209","习远仄"
"210","习远近"
"211","习明哲"
"212","西呆呆"
"213","政治局"
"214","政府强拆"
"215","资本&跑路"
"216","轮功法"
"217","天安门互砍"
"218","糊锦涛"
"219","循诵习传"
"220","压榨劳动"
"221","江选研讨会"
"222","令完成"
"223","毛责洞"
"224","独立&民主"
"225","习荆平"
"226","西进贫"
"227","批斗游街"
"228","莫丽花"
"229","菜阴蚊"
"230","张培莉"
"231","反&核酸"
"232","XI进屏"
"233","老百姓太苦"
"234","猫择东"
"235","X精瓶"
"236","台湾大选"
"237","中啯"
"238","活动&镇压"
"239","吸京瓶"
"240","中国&特权"
"241","除XI"
"242","对内镇压"
"243","京津冀协同发展"
"244","被洗脑的"
"245","包子称帝"
"246","妄议中央"
"247","阿共"
"248","西巾拼"
"249","习家包子"
"250","党组书记"
"251","国家事务"
"252","袭警瓶"
"253","包子&江"
"254","习BAO子"
"255","挂在天安门上"
"256","中喃海"
"257","廖若山"
"258","熊歪头"
"259","岸田文雄"
"260","尹锡悦"
"261","苏纳克"
"262","DA法好"
"263","GONG产党"
"264","怀念64"
"265","媳禁频"
"266","北朝鲜"
"267","国WU院"
"268","体制改革"
"269","习建平"
"270","席进频"
"271","习金频"
"272","京城&部队"
"273","GUOJIAZHUXI"
"274","李&洪&志"
"275","姓习的"
"276","彭教授"
"277","大战习近平"
"278","八九64"
"279","系紧评"
"280","静坐&抗议"
"281","法轮宫"
"282","当官的贪污"
"283","JUNWEIZHUXI"
"284","中共中央总书记"
"285","纳税人的钱"
"286","新疆反恐"
"287","习太祖"
"288","习晋狗"
"289","发伦工"
"290","毛择冻"
"291","XI天下"
"292","毛泽习"
"293","习远伞"
"294","叼金瓶"
"295","李金平"
"296","赵梓阳"
"297","习鲍子"
"298","商量瓜分"
"299","200斤&包子"
"300","200斤麦子"
"301","法律&保护坏人"
"302","习太子"
"303","习地而坐"
"304","共和国"
"305","XIAO波"
"306","傅怡彬"
"307","昔巾评"
"308","席巾评"
"309","席劲平"
"310","席&劲&平"
"311","可XI不是你"
"312","麒麟文化"
"313","金钟&冲突"
"314","天安门大学"
"315","西斤凭"
"316","细斤凭"
"317","洗斤凭"
"318","洗进凭"
"319","赵常青"
"320","席禁"
"321","反抗暴政"
"322","XI太子"
"323","XI&太&子"
"324","暴力执政"
"325","习一尊"
"326","习&一尊"
"327","洗劲甁"
"328","被坦克压死"
"329","6肆运动"
"330","SIXFOUR运动"
"331","嘭嘛嘛"
"332","嘭麻麻"
"333","刁今平"
"334","国家主媳"
"335","中国泛蓝联盟"
"336","张玉祥"
"337","群体事件"
"338","阴阳合同"
"339","长者续命"
"340","除习"
"341","除夕&除习"
"342","理X理一亡"
"343","64&清场"
"344","X近P"
"345","最高领袖"
"346","胡家天下"
"347","三去轮"
"348","宫禅荡"
"349","席净屏"
"350","袭大大"
"351","袭敬贫"
"352","稳定压倒一切"
"353","屠杀老百姓"
"354","LI&KE&QIANG"
"355","64&黑S"
"356","CHAIRMANMAO"
"357","占占点"
"358","TIAN&AN&MEN"
"359","总理&逝世"
"360","吸茎频"
"361","香港不是中国的"
"362","我要当汉奸"
"363","中国要完"
"364","蒸笼天子"
"365","总理&去世"
"366","李KQ"
"367","克强"
"368","矛泽洞"
"369","新疆暴动"
"370","习刁刁"
"371","西金萍"
"372","厕所&革命"
"373","发纶功"
"374","棚里圆"
"375","自由无罪"
"376","秦刚&免"
"377","口活"
"378","勾大大"
"379","有什么目的&谁指使你的"
"380","瘟加宝"
"381","20NIAN"
"382","解放TW"
"383","囍大大"
"384","共谠"
"385","发纶"
"386","唱&国际歌"
"387","贪赃"
"388","李克弓虽"
"389","毛责冬"
"390","共残党"
"391","猪头习"
"392","一贷一路"
"393","当不了代表"
"394","贡馋档"
"395","习先生"
"396","习精评"
"397","习&小熊维尼"
"398","喜进萍"
"399","反共言论"
"400","习进东"
"401","包子&情绪"
"402","万寿吾江"
"403","胡锦T"
"404","大珐"
"405","猫则冬"
"406","胡景桃"
"407","席猪"
"408","舟小川"
"409","奥塞斯库"
"410","刁奥塞斯库"
"411","续1S"
"412","李元朝"
"413","谭作人"
"414","添宪宝宝"
"415","珐伦"
"416","夕锦瓶"
"417","洗锦瓶"
"418","六四动乱"
"419","席斤屏"
"420","烂尾&业主"
"421","习胡"
"422","讨习"
"423","僵泽民"
"424","酱泽民"
"425","劣等民族"
"426","新疆暴徒"
"427","发轮共"
"428","习昏君"
"429","彭媛丽"
"430","人木又"
"431","全能神教"
"432","格塞尔王"
"433","公铲挡"
"434","工产党"
"435","西津瓶"
"436","席胖"
"437","暴虐统治"
"438","金三P"
"439","习和平"
"440","FLG"
"441","三罢"
"442","席进呯"
"443","ADOLF&HITLER"
"444","血汗工厂"
"445","习孢子"
"446","面瘫帝"
"447","反社会主义"
"448","坦克&广场"
"449","89年闹学潮"
"450","89&学潮"
"451","袭猪头"
"452","民&进&党"
"453","自由花"
"454","89年的事"
"455","刘水生"
"456","灭了中华"
"457","党痿"
"458","玺金平"
"459","玺金萍"
"460","茅中泽"
"461","纪念&64"
"462","古月锦涛"
"463","XIANZHANG"
"464","煮习日记"
"465","JIANGDU"
"466","习匠平"
"467","胡BOSS"
"468","习三年后"
"469","习公主"
"470","剿红匪"
"471","冲杯三鹿给党喝"
"472","金菩提"
"473","猫贼东"
"474","北京暴乱"
"475","反日&游行"
"476","反日游行"
"477","天灭中供"
"478","六四解决"
"479","冰雕连"
"480","邓&XIAO&PING"
"481","费曼冬"
"482","习门庆"
"483","习门大官人"
"484","ZH0NG国"
"485","脑控组织"
"486","推翻习共"
"487","炼大法"
"488","XI帝"
"489","房子被强拆"
"490","玛德"
"491","马德"
"492","低端人士"
"493","站街女"
"494","杀死"
"495","杀光"
"496","拜登"
"497","毛东东"
"498","交欢"
"499","撸管"
"500","浪货"
"501","暴力分子"
"502","安倍"
"503","台海争端"
"504","海峡中线"
"505","席槿萍"
"506","粥泳糠"
"507","习DA大"
"508","总输机"
"509","化工厂爆炸"
"510","曰本"
"511","民间组织"
"512","习&私生子"
"513","吸锦凭"
"514","人大政协"
"515","屠共"
"516","我反共"
"517","禁瓶"
"518","浦志强"
"519","毛泽东思想"
"520","双十节"
"521","近PING"
"522","右军习气"
"523","西进评"
"524","西&进&评"
"525","宝家温"
"526","涛锦胡"
"527","中蝈"
"528","我们要做天下的主人"
"529","日本万岁"
"530","彭莉圆"
"531","习习哈哈"
"532","西达达"
"533","赵连海"
"534","西精瓶"
"535","64是什么意思"
"536","希锦屏"
"537","西锦苹"
"538","习锦苹"
"539","吸忒乐"
"540","丹增嘉措"
"541","西晋评"
"542","省委副书记"
"543","5毛狗"
"544","习大王"
"545","六&4&运&动"
"546","六4&运动"
"547","六4运动"
"548","64不能忘记"
"549","猫择洞"
"550","吸巾瓶"
"551","温冢宝"
"552","中华民国万岁"
"553","拉木登珠"
"554","熊&无能"
"555","席皇帝"
"556","XIAO平"
"557","三退&平安"
"558","上海独立"
"559","挂天安门上"
"560","NM"
"561","射墙上"
"562","臭B"
"563","祖先"
"564","早泄"
"565","DIE"
"566","娘亲"
"567","为父"
"568","某包"
"569","大日本帝国万岁"
"570","日本帝国万岁"
"571","共产狗"
"572","流氓燕"
"573","造反有理"
"574","远华案"
"575","蜡烛&没了"
"576","蛤蟆帮"
"577","勇士&致敬"
"578","包子帮"
"579","推翻&习"
"580","血XING暴力"
"581","袭禁凭"
"582","无言论自由"
"583","粥嗯莱"
"584","猫责洞"
"585","大内宣"
"586","缅甸"
"587","XI儿子"
"588","七常侍"
"589","细劲瓶"
"590","吸劲苹"
"591","周立波"
"592","毛责栋"
"593","打到中国"
"594","上門"
"595","茹头"
"596","亩亲"
"597","C烂"
"598","习酱"
"599","不相信法律"
"600","乳包"
"601","家暴"
"602","打倒共"
"603","操蛋的社会"
"604","MAO&泽&DONG"
"605","贫下中农"
"606","老MU"
"607","公铲谠"
"608","吸进频"
"609","虎瘟"
"610","刁学毛"
"611","XI总书记"
"612","港灿"
"613","生植器"
"614","生殖器"
"615","习上台"
"616","美国指示"
"617","徐州&打脸"
"618","姜则铭"
"619","稀今平"
"620","刁禁凭"
"621","包子&一尊"
"622","包子一尊"
"623","捌玖&八八"
"624","席锦评"
"625","吸金评"
"626","息金瓶"
"627","祖宗来也"
"628","六四&事件"
"629","解金玉"
"630","官商联手"
"631","工缠档"
"632","日服第一男枪"
"633","细菌瓶"
"634","中国&没有未来"
"635","邓屠夫"
"636","习镜平"
"637","中国人&悲哀"
"638","中国的腐败"
"639","彭娘娘"
"640","无限莲刃"
"641","阅兵仪式"
"642","共馋档"
"643","伐论"
"644","习温"
"645","一党执政"
"646","爱国狗"
"647","人大戴表"
"648","屠龙者终成恶龙"
"649","XITELE"
"650","系大大"
"651","金四胖"
"652","投机倒把罪"
"653","猫煮席"
"654","天灭ZG"
"655","中国&日本省"
"656","战争升级"
"657","战狼外交"
"658","细近萍"
"659","法抡"
"660","国之将亡"
"661","姜择鸣"
"662","刁斤品"
"663","刁近品"
"664","法兰克王国"
"665","尖锐湿疵"
"666","戴套"
"667","砸中"
"668","赔钱货"
"669","媳紧瓶"
"670","螳臂当车&歹徒"
"671","螳臂当车的歹徒"
"672","刘国中"
"673","知道六4"
"674","郭浩云"
"675","杨子明"
"676","江长者"
"677","中国没有人权"
"678","法轮攻"
"679","64&坦克"
"680","8964&坦克"
"681","官员&腐败"
"682","抗美援朝"
"683","裆仲央"
"684","江沢明"
"685","党亡"
"686","二百斤&山路"
"687","杂碎"
"688","维尼刁"
"689","中国毒瘤"
"690","小习子"
"691","吉梅尔"
"692","矮子邓"
"693","羽皇陛下"
"694","不做&奴才"
"695","席劲屏"
"696","西禁瓶"
"697","刁禁平"
"698","毛太阳"
"699","坦克碾压"
"700","总树鸡"
"701","MAOYEYE"
"702","李教主"
"703","桶的她"
"704","你母不保"
"705","是台湾&不是中国"
"706","供产谠"
"707","羽近苹"
"708","不厚书记"
"709","白JIANG"
"710","弄舒服"
"711","蔡瑛文"
"712","洗禁PING"
"713","洗禁瓶"
"714","古月温"
"715","总领馆"
"716","习下台"
"717","喜哒哒"
"718","政府太贪"
"719","胸那么小"
"720","捅茓"
"721","中国鬼子"
"722","习歪平"
"723","修XIAN"
"724","我爸是李刚"
"725","习犬"
"726","中国禁书"
"727","皇后大道中"
"728","吸睛瓶"
"729","席歪头"
"730","周德平"
"731","工铲档"
"732","习卒"
"733","复员军人"
"734","恁娘"
"735","满脸&喷粪"
"736","我不爱国"
"737","了解一下64"
"738","军警"
"739","黑框眼镜"
"740","谢维勤"
"741","习习卒"
"742","音静"
"743","季伯"
"744","瘠薄"
"745","母体"
"746","抖M"
"747","席劲萍"
"748","习劲萍"
"749","简中人"
"750","愚弄百姓"
"751","啵西来"
"752","夕禁屏"
"753","系紧贫"
"754","大寒冥国"
"755","法论工"
"756","平&经&习"
"757","彭近平"
